fold_key	exact_spellings	semantic_status	taxonomy_status	reviewed_destination	import_status	final_master_path	batch_id
wep_bipod_rightleg1	WEP_Bipod_RightLeg1	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P31
obj0001	OBJ0001	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P31
tears right width	Tears right width	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P31
pcylinder3	pCylinder3	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P31
fa_eyebag_left_mid	fa_eyebag_left_mid	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P31
opt_hand_left_ring3	OPT_Hand_Left_Ring3	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P31
front bar 7_3	Front bar 7_3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P31
fit underwear down - side	Fit Underwear Down - Side	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P31
botshirtexpand	BotShirtEXPAND	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P31
csad	CSad	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P31
thin upper details	Thin Upper Details	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P31
shirtfront_r	shirtfront_R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P31
fit tshirt	fit Tshirt	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P31
locket	Locket	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P31
flm-arma-swordb-cl1	Flm-ArmA-SwordB-CL1	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P31
floor light 3	Floor light 3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
belt_17	belt_17	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
buttbiggerpants	ButtBIggerPants	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P32
c_arr_a01	C_ARR_A01	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
unused skeleton.nif	unused skeleton.nif	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P32
bip_root_neck	bip_root_neck	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P32
bow right 3a	bow right 3a	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
m02	M02	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
bip_strands3_r	bip_Strands3_R	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P32
crush-16	crush-16	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
valvebiped.bip01_l_middle	ValveBiped.Bip01_L_Middle	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P32
cape_8_l	cape_8_L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
browsinvertright	BrowsInvertRight	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P32
bip01_pelvis010	Bip01_Pelvis010	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P32
front_lift2	front_lift2	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
unused.006	unused.006	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P32
bone_ra1	bone_RA1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
valvebiped.explosive_box001	ValveBiped.explosive_box001	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
t8	T8	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
bip_back_neck	bip_back_neck	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P32
bone002	Bone002	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
left thumb 2	Left thumb 2	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P32
l1stnb	L1stNb	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
leg left finger 3	leg left finger 3	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
pantsacurate	PantsAcurate	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
bottomlip1	BottomLip1	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P32
wep_shellholder_shell2	WEP_ShellHolder_Shell2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
pussy-extreme-backward-out	pussy-extreme-backward-out	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P32
pb_r_cmy01_bhair_6	pb_R_CMY01_BHair_6	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P32
lowerlips_down_r	lowerlips_down_r	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P32
crow_2.phalanges1_r	Crow_2.Phalanges1_R	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
l.worrylid	l.worrylid	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P32
body-suit-fit-nolower	Body-Suit-Fit-NoLower	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
nipplechain.left	NippleChain.Left	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
bip_index_2_l_end	bip_index_2_L_end	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P32
disgusting	Disgusting	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P32
flm-rig-eye-rb	Flm-Rig-Eye-RB	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P32
flm-armb-foot-lb	Flm-ArmB-Foot-LB	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P32
a14	A14	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
valvebiped.bip01_r_ring02	ValveBiped.Bip01_R_Ring02	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P32
band.bend_left_3	Band.Bend_Left_3	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
valvebiped.bip01_l_shouder	ValveBiped.Bip01_L_Shouder	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P32
bip_pupilglare_l	bip_PupilGlare_L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P32
object025_003	Object025_003	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
shell.wall_51	Shell.Wall_51	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
l upper lid	L upper lid	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P32
strap_4_l	strap_4_L	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
prf_asagi_costume_1	prf_asagi_costume_1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
valvebiped.polysurface347	ValveBiped.polySurface347	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
tailleft2_6	TailLeft2_6	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P32
boon_root_left	boon_root_left	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
mot19_rightshoulder	MOT19_RightShoulder	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P32
bone133_l_hoho3_joint	bone133_L_Hoho3_Joint	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P32
d_tricepsmucle_l	D_tricepsMucle_L	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P32
wep_rail_flashlight	WEP_Rail_Flashlight	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
腕捩3.l	腕捩3.L	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P32
maid.bow_left_lower_3	Maid.Bow_Left_Lower_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
bip_bipodleg_l	Bip_bipodleg_L	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
key.colon	Key.Colon	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
cockthickend	CockThickEnd	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P32
valvebiped_bullet3	ValveBiped_Bullet3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
armature.001	Armature.001	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
penissheated	PenisSheated	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P32
right little distal	Right Little Distal	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P32
moustache_r	Moustache_R	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P32
tarsalleft	TarsalLeft	CLEAR	CLEAR	groupFile/Toes/LeftToes	IMPORTED	groupFile/Toes/LeftToes	P32
toplip1.l	TopLip1.L	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P32
bipbrk r finger1	BipBrk R Finger1	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P32
bone142	Bone142	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
kargathbladefist_bone16	kargathbladefist_Bone16	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
magrel	magrel	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
bip eye r	bip eye r	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P32
brk-rig-eye-rb	Brk-Rig-Eye-RB	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P32
bip faceforehead03 r	bip faceforehead03 r	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P32
bip_root_cloth	bip_root_cloth	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
eye-surprised-right	eye-surprised-right	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P32
fringe 1 jb	fringe 1 JB	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P32
bip_belt_l_3	bip_belt_L_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
c_dred_l2_02	C_Dred_L2_02	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P32
bip_l_index_02	bip_l_index_02	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P32
(ripped) pants (pants) 	(RIPPED) Pants (PANTS) 	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
03	03	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
bone129	Bone129	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P32
lower_leg02	lower_leg02	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P32
chin_up	chin_up	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P32
ankle_left	ankle_left	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P32
torso pipe b l 1a	torso pipe B L 1a	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P32
finger_ring_right_2	finger_ring_right_2	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P32
bikini_13	Bikini_13	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
sperm.tail_5	Sperm.Tail_5	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
ckarmraise90r	CKArmRaise90R	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P32
pb_l_cmy01_bhair_3	pb_L_CMY01_BHair_3	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P32
wheel_1.base	Wheel_1.Base	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P32
hat side right	hat side right	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
bulgexl1	BulgeXL1	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P32
keychain.chain_2	Keychain.Chain_2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
tounge tip left	Tounge tip left	CLEAR	CLEAR	groupFile/Face/Tongue	IMPORTED	groupFile/Face/Tongue	P32
arm left shoulder 2 adj. 4	arm left shoulder 2 adj. 4	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P32
l calfb spo	L CalfB Spo	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P32
belt right 04	belt right 04	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P32
sk_r_f_leg_3	SK_R_F_leg_3	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P33
tenta_b_2_r	tenta_b_2_R	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
valvebiped.bip01_r_fingerbase2	ValveBiped.Bip01_R_FingerBase2	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P33
bip01_head011	Bip01_Head011	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P33
armoir	Armoir	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
key 4	Key 4	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
kata_rt_r__prot_x0__offset	kata_rt_r__prot_x0__offset	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
right ring finger 1 grip 1	Right ring finger 1 grip 1	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P33
26	26	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
liplowerouter_r	LipLowerOuter_R	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P33
balls detail 1	Balls Detail 1	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P33
skimpy	Skimpy	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
right knee d	Right knee D	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P33
row_chair018	row_chair018	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
x_short	x_short	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
bone 1052	bone 1052	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
r_fin_back_b	r_fin_back_b	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
jnt_left	jnt_left	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
 side1lf	 SIDE1LF	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
unused jnt-066	unused jnt-066	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P33
bip_stone_l_foretwist1	Bip_STONE_L_ForeTwist1	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P33
object010_002	Object010_002	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
jiggle.tassle_back_4	Jiggle.Tassle_Back_4	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
r_rear_holster_0u_2v	r_rear_holster_0u_2v	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
bow right d 2	bow right d 2	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
pussparent.002_l.010	PussParent.002_L.010	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P33
bip_tentacle.009	Bip_Tentacle.009	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
bip_r_middle	bip_r_middle	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P33
unused duplicate duplicate unused.004	unused duplicate duplicate unused.004	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P33
lid upper - down	Lid Upper - Down	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P33
c_prop_standa	C_Prop_StandA	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
fitshorts	FitShorts	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
fa_nostril_left_inner	fa_nostril_left_inner	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P33
baffle_bottom.back	baffle_bottom.Back	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
sash 2b	Sash 2b	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
wheel_fr	Wheel_FR	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
rassimpactextrude1	RAssImpactExtrude1	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P33
bipfio rcalftwist1	BipFio RCalfTwist1	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P33
tailright1_1	TailRight1_1	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P33
mirror_l	mirror_l	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
+right_elbow_aux_end	+right_elbow_aux_end	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P33
wakazashi.tassel_front_4	Wakazashi.Tassel_Front_4	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
eye shines move	Eye shines move	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P33
eyeballs-up	Eyeballs-Up	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P33
teeth-l/h-toggle	Teeth-L/H-Toggle	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P33
jacket belt l2	Jacket belt L2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
bip_leg.001	Bip_leg.001	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P33
flapright	flapright	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
pantiessideleotard	PantiesSideLeotard	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
lkakato02n	LKakato02N	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P33
r dcorin	R Dcorin	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
l_rear_holster_0u_0v	l_rear_holster_0u_0v	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
cheeckfilll+cheeckfillr	CheeckFillL+CheeckFillR	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P33
shell.wall_53	Shell.Wall_53	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
key.o	Key.O	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
poke08	Poke08	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
undereye_right_in	underEye_Right_IN	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P33
head eye brili right	head eye brili right	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P33
s1	S1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
plane.002	Plane.002	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
bedroomeyes	bedroomeyes	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P33
def-neck.001	DEF-neck.001	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P33
c_tiel_c07	C_TieL_C07	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
unused.020	unused.020	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P33
car05_controller05	Car05_controller05	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
defined	defined	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P33
rightclothlift	RightClothLift	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
pussy_open_left	pussy_open_left	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P33
bld_gen_army_tent_small_a_bottom_a_mesh	BLD_GEN_Army_Tent_Small_A_Bottom_A_Mesh	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
hood upper	hood upper	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
wep_bullet2	WEP_Bullet2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
browmiddle_left_down	browMiddle_Left_Down	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P33
keychain.chain_4	Keychain.Chain_4	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
sash b 2	Sash B 2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
cord1	Cord1	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
r upperlip 02	r upperlip 02	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P33
polysurface3	polySurface3	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
flm-armb-float-b3	Flm-ArmB-Float-B3	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
drowsy	Drowsy	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P33
bip chin01 r	bip chin01 r	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P33
smile_both	Smile_Both	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P33
brk-rig-bacon-fr	Brk-Rig-Bacon-FR	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
crow_2.femur_r	Crow_2.Femur_R	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P33
head earring left c	head earring left c	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P33
jig_bot	Jig_BOT	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P33
key.6	Key.6	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
genital right 1	genital right 1	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P33
c neck1w spo	C Neck1W Spo	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P33
finger_index_left_1	finger_index_left_1	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P33
sounding rod	Sounding Rod	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
bip01 upperarm.r	Bip01 UpperArm.R	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P33
foot_ring_1_r	foot_ring_1_R	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	P33
bone_legfl2	Bone_LegFL2	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P33
m03	M03	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
bip_strands1	bip_Strands1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P33
polysurface116	polySurface116	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
foot_fingerbase_r	foot_fingerbase_R	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	P33
bulgeshort	BulgeShort	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P33
shell.wall_18	Shell.Wall_18	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P33
right_13	right_13	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P33
bip01_l_upperarm016	Bip01_L_UpperArm016	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P34
palmlsred1	PalmLSred1	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P34
tenta_6_r	tenta_6_R	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P34
generichuman_c_upplipjnt	GenericHuman_c_uppLipJnt	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P34
body-r-ass-down	Body-R-Ass-Down	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P34
cock-defined	cock-defined	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P34
moustache_r_2	Moustache_R_2	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P34
