fold_key	exact_spellings	semantic_status	taxonomy_status	reviewed_destination	import_status	final_master_path	batch_id
vag insert	vag insert	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P71
backhair5.002	backhair5.002	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P71
ph13	PH13	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
v_weapon.right_arm	v_weapon.Right_Arm	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P71
rlowerlid	rLowerLid	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P71
l whiskers a phy	l whiskers a phy	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P71
frontcloth.02	FrontCloth.02	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
bip thightwistbottom l	bip thightwistbottom l	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P71
unused head neck lower attached_ssx h #2 root hips	unused head neck lower attached_ssx h #2 root hips	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P71
head eye root	head eye root	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P71
key.white_6	Key.White_6	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
rgrrrr	RGRRRR	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
tube001	Tube001	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
left thumb 0 grip 1	Left thumb 0 grip 1	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P72
def-spine.029	DEF-spine.029	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P72
wep_ironsight_front	WEP_Ironsight_Front	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
object025_001	Object025_001	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
cangry2	CAngry2	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P72
unused flex (only here to fix the legs)	Unused Flex (Only Here to Fix The Legs)	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P72
bip_woolpelvis_0_l	bip_WoolPelvis_0_L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
bas.rear_center_1	BAS.Rear_Center_1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
stare 2 l	Stare 2 L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P72
outfit-shirt	Outfit-Shirt	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
larmtwist0	lArmTwist0	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P72
glass 1	Glass 1	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
pincer right tip	Pincer Right Tip	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
tipsize	tipsize	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
bodyshape-stocky	bodyshape-stocky	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P72
sideburn_root_r	sideburn_root_R	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P72
anus_close	Anus_Close	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P72
shell.wall_48	Shell.Wall_48	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
fa_nostril_right	fa_nostril_right	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P72
moustache_r_23	Moustache_R_23	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P72
wep_fireselect_right	WEP_FireSelect_Right	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
vag_out_jnt.001	Vag_Out_Jnt.001	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P72
fit-underwear	Fit-Underwear	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
rkneej	RKneeJ	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P72
bone086	Bone086	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
bip_l_cloth_b	bip_l_cloth_b	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
r dlip b	R Dlip B	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P72
tailright3_4	TailRight3_4	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P72
c_dred_r2_04	C_Dred_R2_04	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P72
bipfin r finger2	BipFin R Finger2	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P72
anus_tighten	anus_tighten	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P72
right_10	right_10	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
leg left thigh adjuster	Leg Left Thigh Adjuster	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P72
ref chipbag closed	REF CHIPBAG CLOSED	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
unusedbone046	unusedbone046	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P72
r string2 tip sec	r string2 tip sec	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
page4_r	Page4_R	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
bone.001_l.005	Bone.001_L.005	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
bobcut.left_2_jiggle	Bobcut.Left_2_jiggle	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P72
vaginapush	VaginaPush	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P72
wep_rail_peq2	WEP_Rail_PEQ2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
popsicleupperbite02	popsicleupperbite02	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
tailstopd2	TailsTopD2	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P72
kata_l_d__offset	kata_l_d__offset	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
capcontroller	CapController	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
browsisoup	BrowsIsoUp	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P72
fan.top_1	Fan.Top_1	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
leg right sth	leg right StH	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P72
v_weapon.m3_trigger	v_weapon.M3_TRIGGER	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
eye-r-anger	Eye-R-Anger	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P72
bip01_l_thigh018	Bip01_L_Thigh018	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P72
wep_stock_hook	WEP_Stock_Hook	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
mo1l+mo1r	MO1L+MO1R	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
door_2	door_2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
cape_4_r	cape_4_R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
sk_spine_2	SK_spine_2	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P72
bip_ear5_r	bip_Ear5_R	CLEAR	CLEAR	groupFile/Face/Ears	IMPORTED	groupFile/Face/Ears	P72
ripple04	Ripple04	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
armcloth_right_2	ArmCloth_Right_2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
baffle.front	baffle.Front	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
bone.ring	bone.ring	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
bottomlid_l1	bottomlid_L1	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P72
unused127	unused127	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P72
boobsie21	boobsie21	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P72
r_shoulder_front_helper	r_shoulder_front_helper	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P72
ear2	Ear2+ear2	CLEAR	CLEAR	groupFile/Face/Ears	IMPORTED	groupFile/Face/Ears	P72
bip_r_cloth_b_04	bip_r_cloth_b_04	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
kargathbladefist_bone46	kargathbladefist_Bone46	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
valvebiped.bip01_l_thumb03	ValveBiped.Bip01_L_Thumb03	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P72
bolt_catch	Bolt_catch	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
wep_safety	WEP_Safety	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
hat_left_3_jiggle	Hat_Left_3_jiggle	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
left hand screw 3	Left hand screw 3	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
seat_back	seat_back	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
second_arms_r_wrist	Second_Arms_R_Wrist	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P72
rjaw0	rjaw0	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P72
srs	SRS	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
bip_tentacle.008	Bip_Tentacle.008	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
earring_l_d_4	Earring_L_D_4	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
bip01_l_forearm002	Bip01_L_Forearm002	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P72
shrinklegs	ShrinkLegs	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P72
lbrow2	lBrow2	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P72
femish	FemIsh	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P72
flm-armb-arm-rg	Flm-ArmB-Arm-RG	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P72
pb_r_cmy01_fhair_02	pb_R_CMY01_FHair_02	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P72
+left_footd	+left_footD	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P72
leg right knee adj. 3	leg right knee adj. 3	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P72
generichuman_r_upplidjnt	GenericHuman_r_uppLidJnt	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P72
door1left	Door1Left	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
leftfinge52	LeftFinge52	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P72
rip01 joint	rip01 joint	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P72
wing_right_2_1	Wing_Right_2_1	CLEAR	CLEAR	groupFile/Wings	IMPORTED	groupFile/Wings	P72
belt_dagger	Belt_Dagger	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P72
collar right 4	collar right 4	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P72
calf_twist_l_02	calf_twist_l_02	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P72
bone 1096	bone 1096	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
body base	Body base	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P72
r02	R02	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P72
head-wide	head-wide	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P73
pantsvagclose	PantsVagClose	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
bone_arl	Bone_ARL	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
openl	openL	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
left index finger 3 grip 1	Left index finger 3 grip 1	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P73
tailrootbone	TailRootBone	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P73
door1	Door1	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
arm left finger knuckle ring	arm left finger knuckle ring	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P73
bow right 3c	bow right 3c	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
bone_skin_097	Bone_skin_097	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
middlewirebulgedown	MiddleWireBulgeDown	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
def-spine.006_r.010	DEF-spine.006_R.010	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
r middle 03	r middle 03	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P73
charge_handle	charge_handle	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
tailleft3_6	TailLeft3_6	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P73
leftbrowraise	LeftbrowRaise	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P73
~	~	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
oris06	oris06	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P73
crow_1.humerus_r	Crow_1.Humerus_R	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P73
five_bullet02	Five_Bullet02	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
bippbg lthightwist	BipPBG LThighTwist	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P73
bas.back_1	BAS.Back_1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
dummy01	Dummy01	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
tentacletop2	TentacleTop2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
valvebiped.chain_aligned7	ValveBiped.chain_aligned7	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
jiggle spine 4	jiggle spine 4	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
chainfront_l	ChainFront_L	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
moustache_r_1	Moustache_R_1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P73
left arm screw 3	Left arm screw 3	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
donger03_chain	donger03_chain	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
wep_pin	WEP_Pin	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
shirt_exposed_tie_left_2	Shirt_Exposed_Tie_Left_2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
flex_flat	Flex_FLAT	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
vheightvwidthback	VheightVwidthBack	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
unused145	unused145	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P73
pad1_1	pad1_1	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
vip_gibhead02	VIP_gibHead02	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
flaresback	flaresback	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
whl_3	whL_3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
bip chinlo	bip chinlo	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P73
left little finger 1 grip 1	Left little finger 1 grip 1	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P73
bip_l_finger_c_01	bip_l_finger_c_01	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P73
head eye inner upper right	Head Eye Inner Upper Right	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P73
crotch.rear	Crotch.Rear	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
leotardcameltoe	LeotardCameltoe	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
valvebiped.bip01_r_vulvab	ValveBiped.Bip01_R_VulvaB	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
wrinkles-7	wrinkles-7	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
bip_strands1_l	bip_Strands1_L	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P73
box_face_20_m	Box_Face_20_M	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
tail 4 jb	tail 4 JB	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P73
arm left elbow pad	arm left elbow pad	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
lighthearted	LightHearted	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P73
r_rear_holster_0u_8v	r_rear_holster_0u_8v	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
left_vag_d_2	left_vag_d_2	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
bodyvolup	BodyVolup	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P73
crow_1.phalanges1_l	Crow_1.Phalanges1_L	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P73
narrow2	Narrow2	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
bip_hb1_l	bip_hb1_L	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
backleftloopclose	BackLeftLoopClose	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
head-skinny	head-skinny	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P73
bip_r_middle_03	bip_r_middle_03	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P73
bipqwn l foretwist	BipQwn L ForeTwist	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P73
squinch left	squinch left	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P73
bone115	Bone115	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
tailright3_2	TailRight3_2	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P73
rtoeindex01	rToeIndex01	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	P73
valvebiped.bip01_l_fingerbase4	ValveBiped.Bip01_L_FingerBase4	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P73
helperbody1l	helperBody1L	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
flower pattern	Flower pattern	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
bone 1061	bone 1061	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
bone119	Bone119	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
browmiddle_right_up	browMiddle_Right_Up	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P73
bip kneetwisttopout l	bip kneetwisttopout l	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P73
v_weapon	v_weapon	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
sperm.tail_1	Sperm.Tail_1	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
c collar tip sec	c collar tip sec	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
bobcut.rear_left_3	Bobcut.Rear_Left_3	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P73
wep_belt_bullet10	WEP_Belt_Bullet10	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
jnt_128	jnt_128	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
nostril open right	Nostril Open Right	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P73
tank	Tank	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
nasolabialmiddle_l	NasolabialMiddle_L	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P73
shoulder_bone_correct_r_02	shoulder_bone_correct_r_02	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P73
shirt_full_tie_left_1	Shirt_Full_Tie_Left_1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
rwing01	RWing01	CLEAR	CLEAR	groupFile/Wings	IMPORTED	groupFile/Wings	P73
necklace 3	necklace 3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
valvebiped.bip01_r_shoulder_twist	ValveBiped.Bip01_R_Shoulder_Twist	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P73
shell.wall_11	Shell.Wall_11	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
v_sil	v_sil	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P73
holster_l	holster_L	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
pedal.right	Pedal.Right	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
jacket right back c	jacket right back c	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
canine_pelvis	Canine_Pelvis	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
throat swallow	Throat Swallow	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P73
happy_open	happy_open	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P73
strench	strench	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P73
shirt up	shirt up	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P73
bip legtwistbottom r	bip legtwistbottom r	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P73
eyeslookleft	EyesLookLeft	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P73
egg.wall_11	Egg.Wall_11	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P73
bip_claw_e	bip_claw_e	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P74
key.v	Key.V	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P74
unused pelvis attached_penis root hips	unused pelvis attached_penis root hips	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P74
sk_tail01	SK_tail01	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P74
bikini_b_jiggle	Bikini_b_jiggle	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P74
polysurface62	polySurface62	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P74
bone018	Bone018	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P74
right_puckerliplo	Right_PuckerLipLo	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P74
r_chest_helper	r_chest_helper	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P74
9	9	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P74
bip_head_top	bip_head_top	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P74
wep_shell4	WEP_Shell4	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P74
_57_mesh4	_57_mesh4	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P74
shoulder right	shoulder right	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P74
cloth left 2 jb	cloth left 2 JB	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P74
ballslsqueshfront	ballsLsqueshfront	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P74
eyes-suspicious-l	Eyes-Suspicious-L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P74
