exact_literal	ascii_fold_key	current_classification	final_master_path	human_review_disposition	original_proposed_path	review_row_id	sibling_family_count	scanner_source_lines	notes
Marie hair front left b 4	marie hair front left b 4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7259	1	5, 5, 0, 6	
Marie hair front left b 4_jiggle	marie hair front left b 4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7453	1	5, 5, 0, 7	
Marie hair front left b 5	marie hair front left b 5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5261	1	5, 5, 0, 8	
Marie hair front left b 5_jiggle	marie hair front left b 5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6452	1	5, 5, 0, 9	
Marie hair front middle 1	marie hair front middle 1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6399	1	5, 5, 1, 0	
Marie hair front middle 1_jiggle	marie hair front middle 1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7124	1	5, 5, 1, 1	
Marie hair front middle 2	marie hair front middle 2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6242	1	5, 5, 1, 2	
Marie hair front middle 2_jiggle	marie hair front middle 2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7266	1	5, 5, 1, 3	
Marie hair front middle 3	marie hair front middle 3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5704	1	5, 5, 1, 4	
Marie hair front middle 3_jiggle	marie hair front middle 3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6908	1	5, 5, 1, 5	
Marie hair front middle 4	marie hair front middle 4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6158	1	5, 5, 1, 6	
Marie hair front middle 4_jiggle	marie hair front middle 4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6948	1	5, 5, 1, 7	
Marie hair front middle 5	marie hair front middle 5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6059	1	5, 5, 1, 8	
Marie hair front middle 5_jiggle	marie hair front middle 5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6165	1	5, 5, 1, 9	
Marie hair front right a 1	marie hair front right a 1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4322	1	5, 5, 2, 0	
Marie hair front right a 1_jiggle	marie hair front right a 1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5399	1	5, 5, 2, 1	
Marie hair front right a 2	marie hair front right a 2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6633	1	5, 5, 2, 2	
Marie hair front right a 2_jiggle	marie hair front right a 2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4824	1	5, 5, 2, 3	
Marie hair front right a 3	marie hair front right a 3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4197	1	5, 5, 2, 4	
Marie hair front right a 3_jiggle	marie hair front right a 3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6157	1	5, 5, 2, 5	
Marie hair front right a 4	marie hair front right a 4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5013	1	5, 5, 2, 6	
Marie hair front right a 4_jiggle	marie hair front right a 4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6799	1	5, 5, 2, 7	
Marie hair front right a 5	marie hair front right a 5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6057	1	5, 5, 2, 8	
Marie hair front right a 5_jiggle	marie hair front right a 5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4812	1	5, 5, 2, 9	
Marie hair front right a 6	marie hair front right a 6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6146	1	5, 5, 3, 0	
Marie hair front right a 6_jiggle	marie hair front right a 6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6779	1	5, 5, 3, 1	
Marie hair front right b 1	marie hair front right b 1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4028	1	5, 5, 3, 2	
Marie hair front right b 1_jiggle	marie hair front right b 1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6197	1	5, 5, 3, 3	
Marie hair front right b 2	marie hair front right b 2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7993	1	5, 5, 3, 4	
Marie hair front right b 2_jiggle	marie hair front right b 2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6457	1	5, 5, 3, 5	
Marie hair front right b 3	marie hair front right b 3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4138	1	5, 5, 3, 6	
Marie hair front right b 3_jiggle	marie hair front right b 3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4538	1	5, 5, 3, 7	
Marie hair front right b 4	marie hair front right b 4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7513	1	5, 5, 3, 8	
Marie hair front right b 4_jiggle	marie hair front right b 4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5472	1	5, 5, 3, 9	
Marie hair front right b 5	marie hair front right b 5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5483	1	5, 5, 4, 0	
Marie hair front right b 5_jiggle	marie hair front right b 5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4237	1	5, 5, 4, 1	
Marie hair tail left a 1	marie hair tail left a 1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7136	1	5, 5, 4, 2	
Marie hair tail left a 10	marie hair tail left a 10	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5819	1	5, 5, 4, 3	
Marie hair tail left a 10_jiggle	marie hair tail left a 10_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7552	1	5, 5, 4, 4	
Marie hair tail left a 11	marie hair tail left a 11	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4553	1	5, 5, 4, 5	
Marie hair tail left a 11_jiggle	marie hair tail left a 11_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4292	1	5, 5, 4, 6	
Marie hair tail left a 12	marie hair tail left a 12	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3925	1	5, 5, 4, 7	
Marie hair tail left a 12_jiggle	marie hair tail left a 12_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5714	1	5, 5, 4, 8	
Marie hair tail left a 13	marie hair tail left a 13	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4362	1	5, 5, 4, 9	
Marie hair tail left a 13_jiggle	marie hair tail left a 13_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5833	1	5, 5, 5, 0	
Marie hair tail left a 1_jiggle	marie hair tail left a 1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6680	1	5, 5, 5, 1	
Marie hair tail left a 2	marie hair tail left a 2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6162	1	5, 5, 5, 2	
Marie hair tail left a 2_jiggle	marie hair tail left a 2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4900	1	5, 5, 5, 3	
Marie hair tail left a 3	marie hair tail left a 3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6996	1	5, 5, 5, 4	
Marie hair tail left a 3_jiggle	marie hair tail left a 3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5131	1	5, 5, 5, 5	
Marie hair tail left a 4	marie hair tail left a 4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7333	1	5, 5, 5, 6	
Marie hair tail left a 4_jiggle	marie hair tail left a 4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4545	1	5, 5, 5, 7	
Marie hair tail left a 5	marie hair tail left a 5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6561	1	5, 5, 5, 8	
Marie hair tail left a 5_jiggle	marie hair tail left a 5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7543	1	5, 5, 5, 9	
Marie hair tail left a 6	marie hair tail left a 6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7675	1	5, 5, 6, 0	
Marie hair tail left a 6_jiggle	marie hair tail left a 6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7931	1	5, 5, 6, 1	
Marie hair tail left a 7	marie hair tail left a 7	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4452	1	5, 5, 6, 2	
Marie hair tail left a 7_jiggle	marie hair tail left a 7_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4078	1	5, 5, 6, 3	
Marie hair tail left a 8	marie hair tail left a 8	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7787	1	5, 5, 6, 4	
Marie hair tail left a 8_jiggle	marie hair tail left a 8_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4106	1	5, 5, 6, 5	
Marie hair tail left a 9	marie hair tail left a 9	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4831	1	5, 5, 6, 6	
Marie hair tail left a 9_jiggle	marie hair tail left a 9_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5092	1	5, 5, 6, 7	
Marie hair tail right a 1	marie hair tail right a 1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5564	1	5, 5, 6, 8	
Marie hair tail right a 10	marie hair tail right a 10	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6778	1	5, 5, 6, 9	
Marie hair tail right a 10_jiggle	marie hair tail right a 10_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4583	1	5, 5, 7, 0	
Marie hair tail right a 11	marie hair tail right a 11	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7026	1	5, 5, 7, 1	
Marie hair tail right a 11_jiggle	marie hair tail right a 11_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3752	1	5, 5, 7, 2	
Marie hair tail right a 12	marie hair tail right a 12	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7653	1	5, 5, 7, 3	
Marie hair tail right a 12_jiggle	marie hair tail right a 12_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6900	1	5, 5, 7, 4	
Marie hair tail right a 13	marie hair tail right a 13	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7267	1	5, 5, 7, 5	
Marie hair tail right a 13_jiggle	marie hair tail right a 13_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6978	1	5, 5, 7, 6	
Marie hair tail right a 1_jiggle	marie hair tail right a 1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5820	1	5, 5, 7, 7	
Marie hair tail right a 2	marie hair tail right a 2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5081	1	5, 5, 7, 8	
Marie hair tail right a 2_jiggle	marie hair tail right a 2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7525	1	5, 5, 7, 9	
Marie hair tail right a 3	marie hair tail right a 3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4367	1	5, 5, 8, 0	
Marie hair tail right a 3_jiggle	marie hair tail right a 3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4897	1	5, 5, 8, 1	
Marie hair tail right a 4	marie hair tail right a 4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7806	1	5, 5, 8, 2	
Marie hair tail right a 4_jiggle	marie hair tail right a 4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7433	1	5, 5, 8, 3	
Marie hair tail right a 5	marie hair tail right a 5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4446	1	5, 5, 8, 4	
Marie hair tail right a 5_jiggle	marie hair tail right a 5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7660	1	5, 5, 8, 5	
Marie hair tail right a 6	marie hair tail right a 6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5123	1	5, 5, 8, 6	
Marie hair tail right a 6_jiggle	marie hair tail right a 6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3871	1	5, 5, 8, 7	
Marie hair tail right a 7	marie hair tail right a 7	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3867	1	5, 5, 8, 8	
Marie hair tail right a 7_jiggle	marie hair tail right a 7_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7823	1	5, 5, 8, 9	
Marie hair tail right a 8	marie hair tail right a 8	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7996	1	5, 5, 9, 0	
Marie hair tail right a 8_jiggle	marie hair tail right a 8_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5419	1	5, 5, 9, 1	
Marie hair tail right a 9	marie hair tail right a 9	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7064	1	5, 5, 9, 2	
Marie hair tail right a 9_jiggle	marie hair tail right a 9_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6529	1	5, 5, 9, 3	
Marie head cheek left 1	marie head cheek left 1	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	306	1	5, 5, 9, 4	
Marie head cheek left 2	marie head cheek left 2	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	264	1	5, 5, 9, 5	
Marie head cheek left 3	marie head cheek left 3	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	114	1	5, 5, 9, 6	
Marie head cheek right 1	marie head cheek right 1	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	391	1	5, 5, 9, 7	
Marie head cheek right 2	marie head cheek right 2	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	471	1	5, 5, 9, 8	
Marie head cheek right 3	marie head cheek right 3	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	240	1	5, 5, 9, 9	
Marie head eyebrow left 1	marie head eyebrow left 1	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9937	1	5, 6, 0, 2	
Marie head eyebrow left 2	marie head eyebrow left 2	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9564	1	5, 6, 0, 3	
Marie head eyebrow left 3	marie head eyebrow left 3	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9719	1	5, 6, 0, 4	
Marie head eyebrow middle	marie head eyebrow middle	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9793	1	5, 6, 0, 5	
Marie head eyebrow right 1	marie head eyebrow right 1	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9896	1	5, 6, 0, 6	
Marie head eyebrow right 2	marie head eyebrow right 2	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9883	1	5, 6, 0, 7	
Marie head eyebrow right 3	marie head eyebrow right 3	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9580	1	5, 6, 0, 8	
Marie head eyelid left lower 1	marie head eyelid left lower 1	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10951	1	5, 6, 0, 9	
Marie head eyelid left lower 2	marie head eyelid left lower 2	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10399	1	5, 6, 1, 0	
Marie head eyelid left upper	marie head eyelid left upper	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10466	1	5, 6, 1, 1	
Marie head eyelid right lower 1	marie head eyelid right lower 1	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10796	1	5, 6, 1, 2	
Marie head eyelid right lower 2	marie head eyelid right lower 2	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10931	1	5, 6, 1, 3	
Marie head eyelid right upper	marie head eyelid right upper	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10390	1	5, 6, 1, 4	
Marie head jaw	marie head jaw	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11073	1	5, 6, 1, 7	
Marie head lip corner left	marie head lip corner left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9234	1	5, 6, 1, 8	
Marie head lip corner right	marie head lip corner right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9150	1	5, 6, 1, 9	
Marie head lip lower left	marie head lip lower left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8887	1	5, 6, 2, 0	
Marie head lip lower middle	marie head lip lower middle	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8855	1	5, 6, 2, 1	
Marie head lip lower right	marie head lip lower right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8881	1	5, 6, 2, 2	
Marie head lip upper left	marie head lip upper left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8753	1	5, 6, 2, 3	
Marie head lip upper middle	marie head lip upper middle	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8625	1	5, 6, 2, 4	
Marie head lip upper right	marie head lip upper right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8587	1	5, 6, 2, 5	
Marie head nose left 1	marie head nose left 1	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10227	1	5, 6, 2, 6	
Marie head nose left 2	marie head nose left 2	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10264	1	5, 6, 2, 7	
Marie head nose left 3	marie head nose left 3	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10152	1	5, 6, 2, 8	
Marie head nose left 4	marie head nose left 4	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10214	1	5, 6, 2, 9	
Marie head nose middle	marie head nose middle	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10255	1	5, 6, 3, 0	
Marie head nose right 1	marie head nose right 1	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10144	1	5, 6, 3, 1	
Marie head nose right 2	marie head nose right 2	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10205	1	5, 6, 3, 2	
Marie head nose right 3	marie head nose right 3	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10167	1	5, 6, 3, 3	
Marie head nose right 4	marie head nose right 4	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10177	1	5, 6, 3, 4	
Marie head tongue 1	marie head tongue 1	M3	groupFile/Face/Tongue	ACCEPTED_AS_PROPOSED	groupFile/Face/Tongue	10078	1	5, 6, 3, 5	
Marie head tongue 2	marie head tongue 2	M3	groupFile/Face/Tongue	ACCEPTED_AS_PROPOSED	groupFile/Face/Tongue	10065	1	5, 6, 3, 6	
marker_lid	marker_lid	M2	groupFile/Other	ACCEPTED_AS_PROPOSED	groupFile/Other	14755	1	2, 7, 0, 6, 9	
marker_root	marker_root	M2	groupFile/Other	ACCEPTED_AS_PROPOSED	groupFile/Other	14262	1	2, 7, 0, 7, 0	
mary-jane-heels_L	mary-jane-heels_l	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13813	1	2, 7, 0, 7, 1	
mary-jane-heels_R	mary-jane-heels_r	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	12748	1	2, 7, 0, 7, 2	
mb	mb	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	15169	1	3, 9, 9, 9	
Meh	meh	M2	groupFile/Face/Upper Face	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Face/Upper Face	13729	1	1, 6, 9, 0, 1	human proposed groupFile/Face/Expressions vs existing groupFile/Face/Upper Face -- family NOT moved this phase
MID	mid	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	13904	2	5, 4, 7, 7	
Mid	mid	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	13905	2	1, 6, 9, 8	
Mid_0_l	mid_0_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	14815	1	1, 6, 9, 1, 6	
mid_0_r	mid_0_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	14868	1	2, 7, 0, 8, 0	
mid_1_l	mid_1_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	13249	1	2, 7, 0, 8, 1	
mid_1_r	mid_1_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	14073	1	2, 7, 0, 8, 2	
mid_2_l	mid_2_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	15049	1	2, 7, 0, 8, 3	
Mid_2_r	mid_2_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	13594	1	1, 6, 9, 1, 7	
middle	middle	M2	groupFile/Other	ACCEPTED_AS_PROPOSED	groupFile/Other	12151	1	2, 7, 0, 8, 8	
middle1_base_l	middle1_base_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	12980	1	2, 7, 0, 9, 1	
middle1_base_r	middle1_base_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	13474	1	2, 7, 0, 9, 2	
middle1_l	middle1_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	12885	1	2, 7, 0, 9, 3	
middle1_r	middle1_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	12348	1	2, 7, 0, 9, 4	
middle2_l	middle2_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	14521	1	2, 7, 0, 9, 5	
middle2_r	middle2_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	14844	1	2, 7, 0, 9, 6	
middle3_l	middle3_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	15143	1	2, 7, 0, 9, 7	
middle3_r	middle3_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	14527	1	2, 7, 0, 9, 8	
Middle_01_L	middle_01_l	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	13311	1	1, 6, 9, 3, 2	
Middle_01_R	middle_01_r	M2	groupFile/Arms/RightArm/RightFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/RightArm/RightFingers	12890	1	1, 6, 9, 3, 3	
MiddleToe.L	middletoe.l	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	14307	1	1, 6, 9, 2, 5	
MiddleToe.R	middletoe.r	M2	groupFile/Toes/RightToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/RightToes	12008	1	1, 6, 9, 2, 6	
Midmouth-Left	midmouth-left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8835	1	5, 8, 8	
Midmouth-Right	midmouth-right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8529	1	5, 8, 9	
midToe_1_L	midtoe_1_l	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	11906	2	2, 7, 0, 7, 6	
midToe_1_l	midtoe_1_l	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	11907	2	2, 9	
midToe_1_R	midtoe_1_r	M2	groupFile/Toes/RightToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/RightToes	14416	2	2, 7, 0, 7, 7	
midToe_1_r	midtoe_1_r	M2	groupFile/Toes/RightToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/RightToes	14417	2	3, 0	
midToe_2_L	midtoe_2_l	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	14269	2	2, 7, 0, 7, 8	
midToe_2_l	midtoe_2_l	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	14270	2	3, 5	
midToe_2_R	midtoe_2_r	M2	groupFile/Toes/RightToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/RightToes	12819	2	2, 7, 0, 7, 9	
