exact_literal	ascii_fold_key	current_classification	final_master_path	human_review_disposition	original_proposed_path	review_row_id	sibling_family_count	scanner_source_lines	notes
indexToe_3_l	indextoe_3_l	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	13449	1	4, 9	
indexToe_3_r	indextoe_3_r	M2	groupFile/Toes/RightToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/RightToes	12778	1	5, 0	
indexToe_l_1	indextoe_l_1	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	15223	1	1, 2, 0	
indexToe_l_2	indextoe_l_2	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	14172	1	1, 2, 7	
indexToe_r_1	indextoe_r_1	M2	groupFile/Toes/RightToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/RightToes	13605	1	1, 2, 1	
indexToe_r_2	indextoe_r_2	M2	groupFile/Toes/RightToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/RightToes	14264	1	1, 2, 8	
Inflation	inflation	M2	groupFile/Body Morphs	ACCEPTED_AS_PROPOSED	groupFile/Body Morphs	12637	1	1, 5, 5, 3, 6	
Inner brow raiser	inner brow raiser	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9890	1	1, 5, 5, 3, 8	
inner mouth corner left	inner mouth corner left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8616	1	2, 6, 1, 4, 0	
inner mouth corner right	inner mouth corner right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8609	1	2, 6, 1, 4, 1	
inner mouth lower	inner mouth lower	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8562	1	2, 6, 1, 4, 2	
inner mouth upper	inner mouth upper	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8944	1	2, 6, 1, 4, 3	
innerbrowraiser	innerbrowraiser	M2	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	11882	1	2, 6, 1, 4, 5	
irisShrink	irisshrink	M2	groupFile/Face/Upper Face	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Face/Upper Face	14168	1	2, 6, 1, 5, 8	human proposed groupFile/Face/Eyes vs existing groupFile/Face/Upper Face -- family NOT moved this phase
Ivy_Hair.Back_1_1	ivy_hair.back_1_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4640	1	1, 5, 5, 5, 0	
Ivy_Hair.Back_1_1_jiggle	ivy_hair.back_1_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4161	1	1, 5, 5, 5, 1	
Ivy_Hair.Back_1_2	ivy_hair.back_1_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3595	1	1, 5, 5, 5, 2	
Ivy_Hair.Back_1_2_jiggle	ivy_hair.back_1_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5791	1	1, 5, 5, 5, 3	
Ivy_Hair.Back_1_3	ivy_hair.back_1_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6102	1	1, 5, 5, 5, 4	
Ivy_Hair.Back_1_3_jiggle	ivy_hair.back_1_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7020	1	1, 5, 5, 5, 5	
Ivy_Hair.Back_2_1	ivy_hair.back_2_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6565	1	1, 5, 5, 5, 6	
Ivy_Hair.Back_2_1_jiggle	ivy_hair.back_2_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7190	1	1, 5, 5, 5, 7	
Ivy_Hair.Back_2_2	ivy_hair.back_2_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7537	1	1, 5, 5, 5, 8	
Ivy_Hair.Back_2_2_jiggle	ivy_hair.back_2_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5946	1	1, 5, 5, 5, 9	
Ivy_Hair.Back_2_3	ivy_hair.back_2_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5978	1	1, 5, 5, 6, 0	
Ivy_Hair.Back_2_3_jiggle	ivy_hair.back_2_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5347	1	1, 5, 5, 6, 1	
Ivy_Hair.Back_3_1	ivy_hair.back_3_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3563	1	1, 5, 5, 6, 2	
Ivy_Hair.Back_3_1_jiggle	ivy_hair.back_3_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7140	1	1, 5, 5, 6, 3	
Ivy_Hair.Back_3_2	ivy_hair.back_3_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7294	1	1, 5, 5, 6, 4	
Ivy_Hair.Back_3_2_jiggle	ivy_hair.back_3_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6983	1	1, 5, 5, 6, 5	
Ivy_Hair.Back_3_3	ivy_hair.back_3_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4267	1	1, 5, 5, 6, 6	
Ivy_Hair.Back_3_3_jiggle	ivy_hair.back_3_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7918	1	1, 5, 5, 6, 7	
Ivy_Hair.Bang_1_1	ivy_hair.bang_1_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3960	1	1, 5, 5, 6, 8	
Ivy_Hair.Bang_1_1_jiggle	ivy_hair.bang_1_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4024	1	1, 5, 5, 6, 9	
Ivy_Hair.Bang_1_2	ivy_hair.bang_1_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4642	1	1, 5, 5, 7, 0	
Ivy_Hair.Bang_1_2_jiggle	ivy_hair.bang_1_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6428	1	1, 5, 5, 7, 1	
Ivy_Hair.Bang_1_3	ivy_hair.bang_1_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7903	1	1, 5, 5, 7, 2	
Ivy_Hair.Bang_1_3_jiggle	ivy_hair.bang_1_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7680	1	1, 5, 5, 7, 3	
Ivy_Hair.Bang_1_4	ivy_hair.bang_1_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3648	1	1, 5, 5, 7, 4	
Ivy_Hair.Bang_1_4_jiggle	ivy_hair.bang_1_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4283	1	1, 5, 5, 7, 5	
Ivy_Hair.Bang_2_1	ivy_hair.bang_2_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6244	1	1, 5, 5, 7, 6	
Ivy_Hair.Bang_2_1_jiggle	ivy_hair.bang_2_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5551	1	1, 5, 5, 7, 7	
Ivy_Hair.Bang_2_2	ivy_hair.bang_2_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5470	1	1, 5, 5, 7, 8	
Ivy_Hair.Bang_2_2_jiggle	ivy_hair.bang_2_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7413	1	1, 5, 5, 7, 9	
Ivy_Hair.Bang_2_3	ivy_hair.bang_2_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3955	1	1, 5, 5, 8, 0	
Ivy_Hair.Bang_2_3_jiggle	ivy_hair.bang_2_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8040	1	1, 5, 5, 8, 1	
Ivy_Hair.Bang_2_4	ivy_hair.bang_2_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5137	1	1, 5, 5, 8, 2	
Ivy_Hair.Bang_2_4_jiggle	ivy_hair.bang_2_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5809	1	1, 5, 5, 8, 3	
Ivy_Hair.Bang_2_5	ivy_hair.bang_2_5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8018	1	1, 5, 5, 8, 4	
Ivy_Hair.Bang_2_5_jiggle	ivy_hair.bang_2_5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4946	1	1, 5, 5, 8, 5	
Ivy_Hair.Bang_3_1	ivy_hair.bang_3_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7005	1	1, 5, 5, 8, 6	
Ivy_Hair.Bang_3_1_jiggle	ivy_hair.bang_3_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7687	1	1, 5, 5, 8, 7	
Ivy_Hair.Bang_3_2	ivy_hair.bang_3_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4240	1	1, 5, 5, 8, 8	
Ivy_Hair.Bang_3_2_jiggle	ivy_hair.bang_3_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4170	1	1, 5, 5, 8, 9	
Ivy_Hair.Bang_3_3	ivy_hair.bang_3_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7141	1	1, 5, 5, 9, 0	
Ivy_Hair.Bang_3_3_jiggle	ivy_hair.bang_3_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4071	1	1, 5, 5, 9, 1	
Ivy_Hair.Bang_3_4	ivy_hair.bang_3_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5206	1	1, 5, 5, 9, 2	
Ivy_Hair.Bang_3_4_jiggle	ivy_hair.bang_3_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5852	1	1, 5, 5, 9, 3	
Ivy_Hair.Bang_4_1	ivy_hair.bang_4_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7936	1	1, 5, 5, 9, 4	
Ivy_Hair.Bang_4_1_jiggle	ivy_hair.bang_4_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5174	1	1, 5, 5, 9, 5	
Ivy_Hair.Bang_4_2	ivy_hair.bang_4_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7135	1	1, 5, 5, 9, 6	
Ivy_Hair.Bang_4_2_jiggle	ivy_hair.bang_4_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7168	1	1, 5, 5, 9, 7	
Ivy_Hair.Bang_4_3	ivy_hair.bang_4_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3703	1	1, 5, 5, 9, 8	
Ivy_Hair.Bang_4_3_jiggle	ivy_hair.bang_4_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6215	1	1, 5, 5, 9, 9	
Ivy_Hair.Bang_4_4	ivy_hair.bang_4_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7258	1	1, 5, 6, 0, 0	
Ivy_Hair.Bang_4_4_jiggle	ivy_hair.bang_4_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4419	1	1, 5, 6, 0, 1	
Ivy_Hair.Bang_4_5	ivy_hair.bang_4_5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3667	1	1, 5, 6, 0, 2	
Ivy_Hair.Bang_4_5_jiggle	ivy_hair.bang_4_5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5299	1	1, 5, 6, 0, 3	
Ivy_Hair.Bang_4_6	ivy_hair.bang_4_6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5872	1	1, 5, 6, 0, 4	
Ivy_Hair.Bang_4_6_jiggle	ivy_hair.bang_4_6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6473	1	1, 5, 6, 0, 5	
Ivy_Hair.Left_1_1	ivy_hair.left_1_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4424	1	1, 5, 6, 0, 6	
Ivy_Hair.Left_1_1_jiggle	ivy_hair.left_1_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3894	1	1, 5, 6, 0, 7	
Ivy_Hair.Left_1_2	ivy_hair.left_1_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3614	1	1, 5, 6, 0, 8	
Ivy_Hair.Left_1_2_jiggle	ivy_hair.left_1_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6785	1	1, 5, 6, 0, 9	
Ivy_Hair.Left_1_3	ivy_hair.left_1_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5428	1	1, 5, 6, 1, 0	
Ivy_Hair.Left_1_3_jiggle	ivy_hair.left_1_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6578	1	1, 5, 6, 1, 1	
Ivy_Hair.Left_1_4	ivy_hair.left_1_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8028	1	1, 5, 6, 1, 2	
Ivy_Hair.Left_1_4_jiggle	ivy_hair.left_1_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4652	1	1, 5, 6, 1, 3	
Ivy_Hair.Left_1_5	ivy_hair.left_1_5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5418	1	1, 5, 6, 1, 4	
Ivy_Hair.Left_1_5_jiggle	ivy_hair.left_1_5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4614	1	1, 5, 6, 1, 5	
Ivy_Hair.Left_2_1	ivy_hair.left_2_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5592	1	1, 5, 6, 1, 6	
Ivy_Hair.Left_2_1_jiggle	ivy_hair.left_2_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6849	1	1, 5, 6, 1, 7	
Ivy_Hair.Left_2_2	ivy_hair.left_2_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4944	1	1, 5, 6, 1, 8	
Ivy_Hair.Left_2_2_jiggle	ivy_hair.left_2_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5944	1	1, 5, 6, 1, 9	
Ivy_Hair.Left_3_1	ivy_hair.left_3_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4849	1	1, 5, 6, 2, 0	
Ivy_Hair.Left_3_1_jiggle	ivy_hair.left_3_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7107	1	1, 5, 6, 2, 1	
Ivy_Hair.Left_3_2	ivy_hair.left_3_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4340	1	1, 5, 6, 2, 2	
Ivy_Hair.Left_3_2_jiggle	ivy_hair.left_3_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7462	1	1, 5, 6, 2, 3	
Ivy_Hair.Left_3_3	ivy_hair.left_3_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5016	1	1, 5, 6, 2, 4	
Ivy_Hair.Left_3_3_jiggle	ivy_hair.left_3_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3909	1	1, 5, 6, 2, 5	
Ivy_Hair.Right_1_1	ivy_hair.right_1_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5972	1	1, 5, 6, 2, 6	
Ivy_Hair.Right_1_1_jiggle	ivy_hair.right_1_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3877	1	1, 5, 6, 2, 7	
Ivy_Hair.Right_1_2	ivy_hair.right_1_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7775	1	1, 5, 6, 2, 8	
Ivy_Hair.Right_1_2_jiggle	ivy_hair.right_1_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7588	1	1, 5, 6, 2, 9	
Ivy_Hair.Right_1_3	ivy_hair.right_1_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6889	1	1, 5, 6, 3, 0	
Ivy_Hair.Right_1_3_jiggle	ivy_hair.right_1_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7840	1	1, 5, 6, 3, 1	
Ivy_Hair.Right_1_4	ivy_hair.right_1_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5213	1	1, 5, 6, 3, 2	
Ivy_Hair.Right_1_4_jiggle	ivy_hair.right_1_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6625	1	1, 5, 6, 3, 3	
Ivy_Hair.Right_2_1	ivy_hair.right_2_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3795	1	1, 5, 6, 3, 4	
Ivy_Hair.Right_2_1_jiggle	ivy_hair.right_2_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6717	1	1, 5, 6, 3, 5	
Ivy_Hair.Right_2_2	ivy_hair.right_2_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7875	1	1, 5, 6, 3, 6	
Ivy_Hair.Right_2_2_jiggle	ivy_hair.right_2_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4808	1	1, 5, 6, 3, 7	
Ivy_Hair.Right_3_1	ivy_hair.right_3_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7892	1	1, 5, 6, 3, 8	
Ivy_Hair.Right_3_1_jiggle	ivy_hair.right_3_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3559	1	1, 5, 6, 3, 9	
Ivy_Hair.Right_3_2	ivy_hair.right_3_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3846	1	1, 5, 6, 4, 0	
Ivy_Hair.Right_3_2_jiggle	ivy_hair.right_3_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5550	1	1, 5, 6, 4, 1	
Ivy_Hair.Right_3_3	ivy_hair.right_3_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	3712	1	1, 5, 6, 4, 2	
Ivy_Hair.Right_3_3_jiggle	ivy_hair.right_3_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7676	1	1, 5, 6, 4, 3	
jacket	jacket	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13936	1	2, 6, 1, 6, 7	
jacket10	jacket10	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13037	1	2, 6, 6, 7	
jacket11	jacket11	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	11815	1	2, 6, 1, 8, 4	
jacket12	jacket12	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13130	1	1, 8, 5, 1	
jacket13	jacket13	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	14911	1	1, 8, 5, 2	
jacket2	jacket2	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	15046	1	2, 6, 1, 8, 5	
jacket3	jacket3	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13190	1	2, 6, 1, 8, 6	
jacket5	jacket5	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	11818	1	2, 6, 6, 8	
jacket6	jacket6	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	14816	1	2, 6, 6, 9	
jacket7	jacket7	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	12352	1	2, 6, 1, 8, 7	
jacket8	jacket8	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	12277	1	2, 6, 1, 8, 8	
jacket9	jacket9	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	14515	1	2, 6, 7, 0	
JacketDressShirt2Collar	jacketdressshirt2collar	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1555	1	1, 5, 6, 5, 3	
JacketDressShirtCleavage	jacketdressshirtcleavage	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1944	1	1, 5, 6, 5, 4	
JacketDressShirtCollar	jacketdressshirtcollar	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2034	1	1, 5, 6, 5, 5	
jacketDressShirtLoose	jacketdressshirtloose	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1954	1	2, 6, 1, 8, 9	
JacketDressShirtTuckIn	jacketdressshirttuckin	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1925	1	1, 5, 6, 5, 6	
JacketFit	jacketfit	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	12359	1	1, 5, 6, 5, 7	
JAW	jaw	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	14763	1	3, 1, 6, 8	
Jaw Backward	jaw backward	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11188	1	1, 5, 6, 6, 1	
Jaw clencher	jaw clencher	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11169	1	1, 5, 6, 6, 4	
Jaw Close	jaw close	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11136	1	5, 2, 9, 9	
Jaw Control	jaw control	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11004	1	1, 5, 6, 6, 2	
Jaw drop	jaw drop	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	14828	1	1, 5, 6, 6, 5	
jaw mimics	jaw mimics	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11056	1	2, 6, 2, 1, 0	
Jaw Open	jaw open	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	12746	1	5, 3, 0, 0	
Jaw Open Corner Alt	jaw open corner alt	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11011	1	1, 5, 6, 6, 3	
Jaw-Down	jaw-down	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11100	1	5, 7, 2	
jaw-drop	jaw-drop	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11176	1	8, 6, 3, 2	
Jaw-Left	jaw-left	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11040	1	5, 7, 3	
jaw-raise	jaw-raise	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11081	1	8, 6, 3, 3	
jaw-recede	jaw-recede	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11034	1	8, 6, 3, 4	
Jaw-Right	jaw-right	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11007	1	5, 7, 4	
Jaw-Up	jaw-up	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11053	1	5, 7, 5	
jaw00 joint	jaw00 joint	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11165	1	2, 6, 2, 1, 1	
jaw01 joint	jaw01 joint	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11021	1	2, 6, 2, 1, 2	
Jaw01N	jaw01n	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11001	1	1, 5, 6, 6, 6	
jaw1.L	jaw1.l	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11019	1	2, 6, 2, 1, 3	
jaw1.R	jaw1.r	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11022	1	2, 6, 2, 1, 4	
Jaw3	jaw3	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11132	1	1, 5, 6, 6, 7	
jaw_bn_00001	jaw_bn_00001	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11185	1	2, 6, 2, 1, 5	
jaw_clench	jaw_clench	M2	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	12339	1	2, 6, 2, 1, 6	
jaw_close	jaw_close	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11142	1	2, 6, 7, 1	
jaw_dropZ	jaw_dropz	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11101	1	5, 1, 3	
Jaw_End	jaw_end	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	10996	1	1, 5, 6, 7, 9	
jaw_pushin	jaw_pushin	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11111	1	2, 6, 2, 1, 7	
jaw_pushout	jaw_pushout	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11160	1	2, 6, 2, 1, 8	
jaw_rotate	jaw_rotate	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11017	1	2, 6, 2, 1, 9	
jaw_slide	jaw_slide	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11029	1	5, 1, 4	
