sexual_bones_order_position	exact_literal	source_provenance	prior_body_morphs_presentation_type
3402	c_penis_08_dupli_004.x	Penis Bones	BONE
3403	c_penis_08_dupli_005.x	Penis Bones	BONE
3404	c_penis_08_dupli_006.x	Penis Bones	BONE
3405	c_penis_08_dupli_007.x	Penis Bones	BONE
3406	c_penis_08_dupli_008.x	Penis Bones	BONE
3407	c_penis_08_dupli_009.x	Penis Bones	BONE
3408	c_penis_08_dupli_010.x	Penis Bones	BONE
3409	c_penis_09.x	Penis Bones	BONE
3410	c_penis_9.x	Penis Bones	BONE
3411	c_penis_09_dupli_001.x	Penis Bones	BONE
3412	c_penis_09_dupli_002.x	Penis Bones	BONE
3413	c_penis_09_dupli_003.x	Penis Bones	BONE
3414	c_penis_09_dupli_004.x	Penis Bones	BONE
3415	c_penis_09_dupli_005.x	Penis Bones	BONE
3416	c_penis_09_dupli_006.x	Penis Bones	BONE
3417	c_penis_09_dupli_007.x	Penis Bones	BONE
3418	c_penis_09_dupli_008.x	Penis Bones	BONE
3419	c_penis_09_dupli_009.x	Penis Bones	BONE
3420	c_penis_09_dupli_010.x	Penis Bones	BONE
3421	c_penis_10.x	Penis Bones	BONE
3422	c_penis_10_dupli_001.x	Penis Bones	BONE
3423	c_penis_10_dupli_002.x	Penis Bones	BONE
3424	c_penis_10_dupli_003.x	Penis Bones	BONE
3425	c_penis_10_dupli_004.x	Penis Bones	BONE
3426	c_penis_10_dupli_005.x	Penis Bones	BONE
3427	c_penis_10_dupli_006.x	Penis Bones	BONE
3428	c_penis_10_dupli_007.x	Penis Bones	BONE
3429	c_penis_10_dupli_008.x	Penis Bones	BONE
3430	c_penis_10_dupli_009.x	Penis Bones	BONE
3431	c_penis_10_dupli_010.x	Penis Bones	BONE
3432	CBalls	Balls Bones	BONE
3433	cf_d_ana	Anus Bones	BONE
3434	cf_d_bnip01_L	Breast Bones	BONE
3435	cf_d_bnip01_R	Breast Bones	BONE
3436	cf_d_bust00	Breast Bones	BONE
3437	cf_d_bust01_L	Breast Bones	BONE
3438	cf_d_bust01_R	Breast Bones	BONE
3439	cf_d_bust02_L	Breast Bones	BONE
3440	cf_d_bust02_R	Breast Bones	BONE
3441	cf_d_bust03_L	Breast Bones	BONE
3442	cf_d_bust03_R	Breast Bones	BONE
3443	cf_d_kokan	Vagina Bones	BONE
3444	cf_d_siri_L	Butt Bones	BONE
3445	cf_d_siri_R	Butt Bones	BONE
3446	cf_d_siri01_L	Butt Bones	BONE
3447	cf_d_siri01_R	Butt Bones	BONE
3448	cf_j_ana	Anus Bones	BONE
3449	cf_j_bnip02_L	Breast Bones	BONE
3450	cf_j_bnip02_R	Breast Bones	BONE
3451	cf_j_bnip02root_L	Breast Bones	BONE
3452	cf_j_bnip02root_R	Breast Bones	BONE
3453	cf_j_bust01_L	Breast Bones	BONE
3454	cf_j_bust01_R	Breast Bones	BONE
3455	cf_j_bust03_L	Breast Bones	BONE
3456	cf_j_bust03_R	Breast Bones	BONE
3457	cf_j_kokan	Vagina Bones	BONE
3458	cf_s_ana	Anus Bones	BONE
3459	cf_s_bnip01_L	Breast Bones	BONE
3460	cf_s_bnip01_R	Breast Bones	BONE
3461	cf_s_bnip02_L	Breast Bones	BONE
3462	cf_s_bnip02_R	Breast Bones	BONE
3463	cf_s_bnip015_L	Breast Bones	BONE
3464	cf_s_bnip015_R	Breast Bones	BONE
3465	cf_s_bnip025_L	Breast Bones	BONE
3466	cf_s_bnip025_R	Breast Bones	BONE
3467	cf_s_bust00_L	Breast Bones	BONE
3468	cf_s_bust00_R	Breast Bones	BONE
3469	cf_s_bust01_L	Breast Bones	BONE
3470	cf_s_bust01_R	Breast Bones	BONE
3471	cf_s_bust02_L	Breast Bones	BONE
3472	cf_s_bust02_R	Breast Bones	BONE
3473	cf_s_bust03_L	Breast Bones	BONE
3474	cf_s_bust03_R	Breast Bones	BONE
3475	cf_s_siri_L	Butt Bones	BONE
3476	cf_s_siri_R	Butt Bones	BONE
3477	L_Chest	Breast Bones	BONE
3478	R_Chest	Breast Bones	BONE
3479	L_Chest.001	Breast Bones	BONE
3480	R_Chest.001	Breast Bones	BONE
3481	L_Chest_Bounce	Breast Bones	BONE
3482	R_Chest_Bounce	Breast Bones	BONE
3483	cli_d	Vagina Bones	BONE
3484	Clit	Vagina Bones	BONE
3485	Clit1	Vagina Bones	BONE
3486	Clit2	Vagina Bones	BONE
3487	Clit3	Vagina Bones	BONE
3488	clit_glan	Vagina Bones	BONE
3489	clit_glans	Vagina Bones	BONE
3490	clit_shell	Vagina Bones	BONE
3491	clit_skin	Vagina Bones	BONE
3492	Clit_Top	Vagina Bones	BONE
3493	ClitHood	Vagina Bones	BONE
3494	Clitoral1	Vagina Bones	BONE
3495	Clitoris	Vagina Bones	BONE
3496	Cock	Penis Bones	BONE
3497	Cock0	Penis Bones	BONE
3498	Cock00	Penis Bones	BONE
3499	Cock01	Penis Bones	BONE
3500	Cock1	Penis Bones	BONE
3501	Cock02	Penis Bones	BONE
3502	Cock2	Penis Bones	BONE
3503	Cock03	Penis Bones	BONE
3504	Cock3	Penis Bones	BONE
3505	Cock04	Penis Bones	BONE
3506	Cock4	Penis Bones	BONE
3507	Cock05	Penis Bones	BONE
3508	Cock5	Penis Bones	BONE
3509	Cock06	Penis Bones	BONE
3510	Cock6	Penis Bones	BONE
3511	Cock07	Penis Bones	BONE
3512	Cock7	Penis Bones	BONE
3513	Cock08	Penis Bones	BONE
3514	Cock8	Penis Bones	BONE
3515	Cock09	Penis Bones	BONE
3516	Cock9	Penis Bones	BONE
3517	Cock10	Penis Bones	BONE
3518	Cock tip	Penis Bones	BONE
3519	Cock.Balls	Balls Bones	BONE
3520	Cock.root	Penis Bones	BONE
3521	Cock.Shaft0	Penis Bones	BONE
3522	Cock.Shaft1	Penis Bones	BONE
3523	Cock.Shaft2	Penis Bones	BONE
3524	Cock.Shaft3	Penis Bones	BONE
3525	Cock.Shaft4	Penis Bones	BONE
3526	Cock.Shaft5	Penis Bones	BONE
3527	Cock.Shaft6	Penis Bones	BONE
3528	Cock.Shaft7	Penis Bones	BONE
3529	Cock.Shaft8	Penis Bones	BONE
3530	Cock.Shaft9	Penis Bones	BONE
3531	Cock.Shaft10	Penis Bones	BONE
3532	Cock_0	Penis Bones	BONE
3533	Cock_1	Penis Bones	BONE
3534	Cock_2	Penis Bones	BONE
3535	Cock_3	Penis Bones	BONE
3536	Cock_4	Penis Bones	BONE
3537	Cock_5	Penis Bones	BONE
3538	Cock_6	Penis Bones	BONE
3539	Cock_7	Penis Bones	BONE
3540	Cock_8	Penis Bones	BONE
3541	Cock_9	Penis Bones	BONE
3542	Cock_10	Penis Bones	BONE
3543	Cock_11	Penis Bones	BONE
3544	Cock_12	Penis Bones	BONE
3545	Cock_13	Penis Bones	BONE
3546	Cock_14	Penis Bones	BONE
3547	Cock_15	Penis Bones	BONE
3548	Cock_16	Penis Bones	BONE
3549	Cock_17	Penis Bones	BONE
3550	Cock_18	Penis Bones	BONE
3551	Cock_19	Penis Bones	BONE
3552	Cock_20	Penis Bones	BONE
3553	Cock_21	Penis Bones	BONE
3554	Cock_22	Penis Bones	BONE
3555	Cock_23	Penis Bones	BONE
3556	Cock_24	Penis Bones	BONE
3557	Cock_25	Penis Bones	BONE
3558	Cock_26	Penis Bones	BONE
3559	Cock_27	Penis Bones	BONE
3560	Cock_28	Penis Bones	BONE
3561	Cock_29	Penis Bones	BONE
3562	Cock_30	Penis Bones	BONE
3563	CockBase	Penis Bones	BONE
3564	CockHead	Penis Bones	BONE
3565	cocktrunk1	Penis Bones	BONE
3566	cocktrunk1.000	Penis Bones	BONE
3567	cocktrunk1.001	Penis Bones	BONE
3568	cocktrunk1.002	Penis Bones	BONE
3569	cocktrunk1.003	Penis Bones	BONE
3570	cocktrunk1.004	Penis Bones	BONE
3571	cocktrunk1.005	Penis Bones	BONE
3572	cocktrunk1.006	Penis Bones	BONE
3573	cocktrunk1.007	Penis Bones	BONE
3574	cocktrunk1.008	Penis Bones	BONE
3575	cocktrunk1.009	Penis Bones	BONE
3576	cocktrunk1.010	Penis Bones	BONE
3577	cocktrunk1.011	Penis Bones	BONE
3578	cocktrunk1.012	Penis Bones	BONE
3579	cocktrunk1.013	Penis Bones	BONE
3580	cocktrunk1.014	Penis Bones	BONE
3581	cocktrunk1.015	Penis Bones	BONE
3582	cocktrunk1.016	Penis Bones	BONE
3583	cocktrunk1.017	Penis Bones	BONE
3584	cocktrunk1.018	Penis Bones	BONE
3585	cocktrunk1.019	Penis Bones	BONE
3586	cocktrunk1.020	Penis Bones	BONE
3587	cocktrunk1.021	Penis Bones	BONE
3588	cocktrunk1.022	Penis Bones	BONE
3589	cocktrunk1.023	Penis Bones	BONE
3590	cocktrunk1.024	Penis Bones	BONE
3591	cocktrunk1.025	Penis Bones	BONE
3592	Colon	Anus Bones	BONE
3593	Cpenis0	Penis Bones	BONE
3594	Cpenis1	Penis Bones	BONE
3595	Cpenis2	Penis Bones	BONE
3596	Cpenis3	Penis Bones	BONE
3597	Cpenis4	Penis Bones	BONE
3598	Cpenis5	Penis Bones	BONE
3599	Cpenis6	Penis Bones	BONE
3600	Cpenis7	Penis Bones	BONE
3601	Cpenis8	Penis Bones	BONE
3602	Cpenis9	Penis Bones	BONE
3603	Cpenis10	Penis Bones	BONE
3604	Crotch_L	Vagina Bones	BONE
3605	Crotch_R	Vagina Bones	BONE
3606	Crotch	Vagina Bones	BONE
3607	Crouch.L	Vagina Bones	BONE
3608	Crouch.R	Vagina Bones	BONE
3609	Crouch	Vagina Bones	BONE
3610	Ctr_L_Chest_Twist1	Breast Bones	BONE
3611	Ctr_L_Chest_Twist2	Breast Bones	BONE
3612	Ctr_R_Chest_Twist1	Breast Bones	BONE
3613	Ctr_R_Chest_Twist2	Breast Bones	BONE
3614	D_0	Penis Bones	BONE
3615	D_1	Penis Bones	BONE
3616	D_2	Penis Bones	BONE
3617	D_3	Penis Bones	BONE
3618	D_4	Penis Bones	BONE
3619	D_5	Penis Bones	BONE
3620	D_6	Penis Bones	BONE
3621	D_7	Penis Bones	BONE
3622	D_8	Penis Bones	BONE
3623	D_9	Penis Bones	BONE
3624	D_10	Penis Bones	BONE
3625	DEF Anus.L	Anus Bones	BONE
3626	DEF Anus.R	Anus Bones	BONE
3627	DEF Anus.L.001	Anus Bones	BONE
3628	DEF Anus.R.001	Anus Bones	BONE
3629	DEF Labia.L	Vagina Bones	BONE
3630	DEF Labia.R	Vagina Bones	BONE
3631	DEF Pussy.L	Vagina Bones	BONE
3632	DEF Pussy.R	Vagina Bones	BONE
3633	DEF Pussy.L.001	Vagina Bones	BONE
3634	DEF Pussy.L.002	Vagina Bones	BONE
3635	DEF Pussy.L.003	Vagina Bones	BONE
3636	DEF Pussy.L.004	Vagina Bones	BONE
3637	DEF Pussy.L.005	Vagina Bones	BONE
3638	DEF Pussy.R.001	Vagina Bones	BONE
3639	DEF Pussy.R.002	Vagina Bones	BONE
3640	DEF Pussy.R.003	Vagina Bones	BONE
3641	DEF Pussy.R.004	Vagina Bones	BONE
3642	DEF Pussy.R.005	Vagina Bones	BONE
3643	DEF PussyInner.L	Vagina Bones	BONE
3644	DEF PussyInner.R	Vagina Bones	BONE
3645	DEF PussyInner.L.001	Vagina Bones	BONE
3646	DEF PussyInner.L.002	Vagina Bones	BONE
3647	DEF PussyInner.L.003	Vagina Bones	BONE
3648	DEF PussyInner.L.004	Vagina Bones	BONE
3649	DEF PussyInner.R.001	Vagina Bones	BONE
3650	DEF PussyInner.R.002	Vagina Bones	BONE
3651	DEF PussyInner.R.003	Vagina Bones	BONE
3652	DEF PussyInner.R.004	Vagina Bones	BONE
3653	DEF-anal.L	Anus Bones	BONE
3654	DEF-anal.R	Anus Bones	BONE
3655	DEF-anal	Anus Bones	BONE
3656	DEF-anal.001	Anus Bones	BONE
3657	DEF-Anus.l	Anus Bones	BONE
3658	DEF-Anus.r	Anus Bones	BONE
3659	DEF-anus	Anus Bones	BONE
3660	DEF-Anus-bottom	Anus Bones	BONE
3661	DEF-Anus-top	Anus Bones	BONE
3662	DEF-anus.B	Anus Bones	BONE
3663	DEF-anus.F	Anus Bones	BONE
3664	DEF-Anus.l.001	Anus Bones	BONE
3665	DEF-Anus.r.001	Anus Bones	BONE
3666	DEF-anus_inside	Anus Bones	BONE
3667	DEF-anus_top	Anus Bones	BONE
3668	DEF-anus_top.001	Anus Bones	BONE
3669	DEF-bip_breast_01_l	Breast Bones	BONE
3670	DEF-bip_breast_01_r	Breast Bones	BONE
3671	DEF-bip_butt_l	Butt Bones	BONE
3672	DEF-bip_butt_r	Butt Bones	BONE
3673	DEF-breast.L	Breast Bones	BONE
3674	DEF-breast.R	Breast Bones	BONE
3675	DEF-breast.L.0	Breast Bones	BONE
3676	DEF-breast.L.00	Breast Bones	BONE
3677	DEF-breast.L.000	Breast Bones	BONE
3678	DEF-breast.L.001	Breast Bones	BONE
3679	DEF-breast.L.01	Breast Bones	BONE
3680	DEF-breast.L.1	Breast Bones	BONE
3681	DEF-breast.L.002	Breast Bones	BONE
3682	DEF-breast.L.02	Breast Bones	BONE
3683	DEF-breast.L.2	Breast Bones	BONE
3684	DEF-breast.L.003	Breast Bones	BONE
3685	DEF-breast.L.03	Breast Bones	BONE
3686	DEF-breast.L.3	Breast Bones	BONE
3687	DEF-breast.L.004	Breast Bones	BONE
3688	DEF-breast.L.04	Breast Bones	BONE
3689	DEF-breast.L.4	Breast Bones	BONE
3690	DEF-breast.L.005	Breast Bones	BONE
3691	DEF-breast.L.05	Breast Bones	BONE
3692	DEF-breast.L.5	Breast Bones	BONE
3693	DEF-breast.L.006	Breast Bones	BONE
3694	DEF-breast.L.06	Breast Bones	BONE
3695	DEF-breast.L.6	Breast Bones	BONE
3696	DEF-breast.L.007	Breast Bones	BONE
3697	DEF-breast.L.07	Breast Bones	BONE
3698	DEF-breast.L.7	Breast Bones	BONE
3699	DEF-breast.L.008	Breast Bones	BONE
3700	DEF-breast.L.08	Breast Bones	BONE
3701	DEF-breast.L.8	Breast Bones	BONE
3702	DEF-breast.L.009	Breast Bones	BONE
3703	DEF-breast.L.09	Breast Bones	BONE
3704	DEF-breast.L.9	Breast Bones	BONE
3705	DEF-breast.L.010	Breast Bones	BONE
3706	DEF-breast.L.10	Breast Bones	BONE
3707	DEF-breast.L.011	Breast Bones	BONE
3708	DEF-breast.L.11	Breast Bones	BONE
3709	DEF-breast.L.012	Breast Bones	BONE
3710	DEF-breast.L.12	Breast Bones	BONE
3711	DEF-breast.L.013	Breast Bones	BONE
3712	DEF-breast.L.13	Breast Bones	BONE
3713	DEF-breast.L.014	Breast Bones	BONE
3714	DEF-breast.L.14	Breast Bones	BONE
3715	DEF-breast.L.015	Breast Bones	BONE
3716	DEF-breast.L.15	Breast Bones	BONE
3717	DEF-breast.L.016	Breast Bones	BONE
3718	DEF-breast.L.16	Breast Bones	BONE
3719	DEF-breast.L.017	Breast Bones	BONE
3720	DEF-breast.L.17	Breast Bones	BONE
3721	DEF-breast.L.018	Breast Bones	BONE
3722	DEF-breast.L.18	Breast Bones	BONE
3723	DEF-breast.L.019	Breast Bones	BONE
3724	DEF-breast.L.19	Breast Bones	BONE
3725	DEF-breast.L.020	Breast Bones	BONE
3726	DEF-breast.L.20	Breast Bones	BONE
3727	DEF-breast.L.021	Breast Bones	BONE
3728	DEF-breast.L.21	Breast Bones	BONE
3729	DEF-breast.L.022	Breast Bones	BONE
3730	DEF-breast.L.22	Breast Bones	BONE
3731	DEF-breast.L.023	Breast Bones	BONE
3732	DEF-breast.L.23	Breast Bones	BONE
3733	DEF-breast.L.024	Breast Bones	BONE
3734	DEF-breast.L.24	Breast Bones	BONE
3735	DEF-breast.L.025	Breast Bones	BONE
3736	DEF-breast.L.25	Breast Bones	BONE
3737	DEF-breast.L.026	Breast Bones	BONE
3738	DEF-breast.L.26	Breast Bones	BONE
3739	DEF-breast.L.027	Breast Bones	BONE
3740	DEF-breast.L.27	Breast Bones	BONE
3741	DEF-breast.L.028	Breast Bones	BONE
3742	DEF-breast.L.28	Breast Bones	BONE
3743	DEF-breast.L.029	Breast Bones	BONE
3744	DEF-breast.L.29	Breast Bones	BONE
3745	DEF-breast.L.030	Breast Bones	BONE
3746	DEF-breast.L.30	Breast Bones	BONE
3747	DEF-breast.R.0	Breast Bones	BONE
3748	DEF-breast.R.00	Breast Bones	BONE
3749	DEF-breast.R.000	Breast Bones	BONE
3750	DEF-breast.R.001	Breast Bones	BONE
3751	DEF-breast.R.01	Breast Bones	BONE
3752	DEF-breast.R.1	Breast Bones	BONE
3753	DEF-breast.R.002	Breast Bones	BONE
3754	DEF-breast.R.02	Breast Bones	BONE
3755	DEF-breast.R.2	Breast Bones	BONE
3756	DEF-breast.R.003	Breast Bones	BONE
3757	DEF-breast.R.03	Breast Bones	BONE
3758	DEF-breast.R.3	Breast Bones	BONE
3759	DEF-breast.R.004	Breast Bones	BONE
3760	DEF-breast.R.04	Breast Bones	BONE
3761	DEF-breast.R.4	Breast Bones	BONE
3762	DEF-breast.R.005	Breast Bones	BONE
3763	DEF-breast.R.05	Breast Bones	BONE
3764	DEF-breast.R.5	Breast Bones	BONE
3765	DEF-breast.R.006	Breast Bones	BONE
3766	DEF-breast.R.06	Breast Bones	BONE
3767	DEF-breast.R.6	Breast Bones	BONE
3768	DEF-breast.R.007	Breast Bones	BONE
3769	DEF-breast.R.07	Breast Bones	BONE
3770	DEF-breast.R.7	Breast Bones	BONE
3771	DEF-breast.R.008	Breast Bones	BONE
3772	DEF-breast.R.08	Breast Bones	BONE
3773	DEF-breast.R.8	Breast Bones	BONE
3774	DEF-breast.R.009	Breast Bones	BONE
3775	DEF-breast.R.09	Breast Bones	BONE
3776	DEF-breast.R.9	Breast Bones	BONE
3777	DEF-breast.R.010	Breast Bones	BONE
3778	DEF-breast.R.10	Breast Bones	BONE
3779	DEF-breast.R.011	Breast Bones	BONE
3780	DEF-breast.R.11	Breast Bones	BONE
3781	DEF-breast.R.012	Breast Bones	BONE
3782	DEF-breast.R.12	Breast Bones	BONE
3783	DEF-breast.R.013	Breast Bones	BONE
3784	DEF-breast.R.13	Breast Bones	BONE
3785	DEF-breast.R.014	Breast Bones	BONE
3786	DEF-breast.R.14	Breast Bones	BONE
3787	DEF-breast.R.015	Breast Bones	BONE
3788	DEF-breast.R.15	Breast Bones	BONE
3789	DEF-breast.R.016	Breast Bones	BONE
3790	DEF-breast.R.16	Breast Bones	BONE
3791	DEF-breast.R.017	Breast Bones	BONE
3792	DEF-breast.R.17	Breast Bones	BONE
3793	DEF-breast.R.018	Breast Bones	BONE
3794	DEF-breast.R.18	Breast Bones	BONE
3795	DEF-breast.R.019	Breast Bones	BONE
3796	DEF-breast.R.19	Breast Bones	BONE
3797	DEF-breast.R.020	Breast Bones	BONE
3798	DEF-breast.R.20	Breast Bones	BONE
3799	DEF-breast.R.021	Breast Bones	BONE
3800	DEF-breast.R.21	Breast Bones	BONE
3801	DEF-breast.R.022	Breast Bones	BONE
3802	DEF-breast.R.22	Breast Bones	BONE
3803	DEF-breast.R.023	Breast Bones	BONE
3804	DEF-breast.R.23	Breast Bones	BONE
3805	DEF-breast.R.024	Breast Bones	BONE
3806	DEF-breast.R.24	Breast Bones	BONE
3807	DEF-breast.R.025	Breast Bones	BONE
3808	DEF-breast.R.25	Breast Bones	BONE
3809	DEF-breast.R.026	Breast Bones	BONE
3810	DEF-breast.R.26	Breast Bones	BONE
3811	DEF-breast.R.027	Breast Bones	BONE
3812	DEF-breast.R.27	Breast Bones	BONE
3813	DEF-breast.R.028	Breast Bones	BONE
3814	DEF-breast.R.28	Breast Bones	BONE
3815	DEF-breast.R.029	Breast Bones	BONE
3816	DEF-breast.R.29	Breast Bones	BONE
3817	DEF-breast.R.030	Breast Bones	BONE
3818	DEF-breast.R.30	Breast Bones	BONE
3819	DEF-breast_01_l	Breast Bones	BONE
3820	DEF-breast_01_r	Breast Bones	BONE
3821	DEF-Butt.L	Butt Bones	BONE
3822	DEF-Butt.R	Butt Bones	BONE
3823	DEF-butt_l	Butt Bones	BONE
3824	DEF-butt_r	Butt Bones	BONE
3825	DEF-Butt1.L	Butt Bones	BONE
3826	DEF-Butt1.R	Butt Bones	BONE
3827	DEF-Butt1.L.001	Butt Bones	BONE
3828	DEF-Butt1.R.001	Butt Bones	BONE
3829	DEF-Clit	Vagina Bones	BONE
3830	DEF-labia_maj_low.L	Vagina Bones	BONE
3831	DEF-labia_maj_low.R	Vagina Bones	BONE
3832	DEF-labia_maj_mid.L	Vagina Bones	BONE
3833	DEF-labia_maj_mid.R	Vagina Bones	BONE
3834	DEF-labia_maj_up.L	Vagina Bones	BONE
3835	DEF-labia_maj_up.R	Vagina Bones	BONE
3836	DEF-labia_mino_lower.L	Vagina Bones	BONE
3837	DEF-labia_mino_lower.R	Vagina Bones	BONE
3838	DEF-labia_mino_mid.L	Vagina Bones	BONE
3839	DEF-labia_mino_mid.R	Vagina Bones	BONE
3840	DEF-labia_mino_up.L	Vagina Bones	BONE
3841	DEF-labia_mino_up.R	Vagina Bones	BONE
3842	DEF-LeftGluteus	Butt Bones	BONE
3843	DEF-Nipple.L	Breast Bones	BONE
3844	DEF-Nipple.R	Breast Bones	BONE
3845	DEF-Penis_Main	Penis Bones	BONE
3846	DEF-pussy.L	Vagina Bones	BONE
3847	DEF-pussy.R	Vagina Bones	BONE
3848	DEF-pussy	Vagina Bones	BONE
3849	DEF-pussy.001	Vagina Bones	BONE
3850	DEF-pussy.L.001	Vagina Bones	BONE
3851	DEF-pussy.L.002	Vagina Bones	BONE
3852	DEF-pussy.L.003	Vagina Bones	BONE
3853	DEF-pussy.L.004	Vagina Bones	BONE
3854	DEF-pussy.R.001	Vagina Bones	BONE
3855	DEF-pussy.R.002	Vagina Bones	BONE
3856	DEF-pussy.R.003	Vagina Bones	BONE
3857	DEF-pussy.R.004	Vagina Bones	BONE
3858	DEF-RightGluteus	Butt Bones	BONE
3859	DEF-Shaft_01	Penis Bones	BONE
3860	DEF-Shaft_02	Penis Bones	BONE
3861	DEF-Shaft_03	Penis Bones	BONE
3862	DEF-Shaft_04	Penis Bones	BONE
3863	DEF-Shaft_05	Penis Bones	BONE
3864	DEF-Shaft_06	Penis Bones	BONE
3865	DEF-Shaft_07	Penis Bones	BONE
3866	DEF-spine_L.001	Butt Bones	BONE
3867	DEF-spine_R.001	Butt Bones	BONE
3868	DEF-Testicle.L	Balls Bones	BONE
3869	DEF-Testicle.R	Balls Bones	BONE
3870	DEF-Testicles_Root	Balls Bones	BONE
3871	DEF-Uterus	Vagina Bones	BONE
3872	DEF-Vag_L	Vagina Bones	BONE
3873	DEF-Vag_R	Vagina Bones	BONE
3874	DEF-vag.L	Vagina Bones	BONE
3875	DEF-vag.R	Vagina Bones	BONE
3876	DEF-Vag B	Vagina Bones	BONE
3877	DEF-Vag Bot	Vagina Bones	BONE
3878	DEF-Vag L	Vagina Bones	BONE
3879	DEF-Vag L.001	Vagina Bones	BONE
3880	DEF-Vag L.002	Vagina Bones	BONE
3881	DEF-Vag Mid	Vagina Bones	BONE
3882	DEF-Vag R	Vagina Bones	BONE
3883	DEF-Vag R.001	Vagina Bones	BONE
3884	DEF-Vag R.002	Vagina Bones	BONE
3885	DEF-Vag T	Vagina Bones	BONE
3886	DEF-Vag Top	Vagina Bones	BONE
3887	DEF-vag.B	Vagina Bones	BONE
3888	DEF-vag.B.001	Vagina Bones	BONE
3889	DEF-vag.F	Vagina Bones	BONE
3890	DEF-vag.F.001	Vagina Bones	BONE
3891	DEF-vag.L.000	Vagina Bones	BONE
3892	DEF-vag.L.001	Vagina Bones	BONE
3893	DEF-vag.L.002	Vagina Bones	BONE
3894	DEF-vag.L.003	Vagina Bones	BONE
3895	DEF-vag.L.004	Vagina Bones	BONE
3896	DEF-vag.L.005	Vagina Bones	BONE
3897	DEF-vag.L.006	Vagina Bones	BONE
3898	DEF-vag.L.007	Vagina Bones	BONE
3899	DEF-vag.L.008	Vagina Bones	BONE
3900	DEF-vag.L.009	Vagina Bones	BONE
3901	DEF-vag.L.010	Vagina Bones	BONE
3902	DEF-vag.L.011	Vagina Bones	BONE
3903	DEF-vag.L.012	Vagina Bones	BONE
3904	DEF-vag.L.013	Vagina Bones	BONE
3905	DEF-vag.L.014	Vagina Bones	BONE
3906	DEF-vag.L.015	Vagina Bones	BONE
3907	DEF-vag.L.016	Vagina Bones	BONE
3908	DEF-vag.L.017	Vagina Bones	BONE
3909	DEF-vag.L.018	Vagina Bones	BONE
3910	DEF-vag.L.019	Vagina Bones	BONE
3911	DEF-vag.L.020	Vagina Bones	BONE
3912	DEF-vag.R.000	Vagina Bones	BONE
3913	DEF-vag.R.001	Vagina Bones	BONE
3914	DEF-vag.R.002	Vagina Bones	BONE
3915	DEF-vag.R.003	Vagina Bones	BONE
3916	DEF-vag.R.004	Vagina Bones	BONE
3917	DEF-vag.R.005	Vagina Bones	BONE
3918	DEF-vag.R.006	Vagina Bones	BONE
3919	DEF-vag.R.007	Vagina Bones	BONE
3920	DEF-vag.R.008	Vagina Bones	BONE
3921	DEF-vag.R.009	Vagina Bones	BONE
3922	DEF-vag.R.010	Vagina Bones	BONE
3923	DEF-vag.R.011	Vagina Bones	BONE
3924	DEF-vag.R.012	Vagina Bones	BONE
3925	DEF-vag.R.013	Vagina Bones	BONE
3926	DEF-vag.R.014	Vagina Bones	BONE
3927	DEF-vag.R.015	Vagina Bones	BONE
3928	DEF-vag.R.016	Vagina Bones	BONE
3929	DEF-vag.R.017	Vagina Bones	BONE
3930	DEF-vag.R.018	Vagina Bones	BONE
3931	DEF-vag.R.019	Vagina Bones	BONE
3932	DEF-vag.R.020	Vagina Bones	BONE
3933	DEF-Vag_B	Vagina Bones	BONE
3934	DEF-Vag_F	Vagina Bones	BONE
3935	DEF-Vag_L.001	Vagina Bones	BONE
3936	DEF-Vag_L.002	Vagina Bones	BONE
3937	DEF-Vag_L.003	Vagina Bones	BONE
3938	DEF-vag_mid_1	Vagina Bones	BONE
3939	DEF-vag_mid_2.L	Vagina Bones	BONE
3940	DEF-vag_mid_2.R	Vagina Bones	BONE
3941	DEF-vag_mid_4	Vagina Bones	BONE
3942	DEF-Vag_R.001	Vagina Bones	BONE
3943	DEF-Vag_R.002	Vagina Bones	BONE
3944	DEF-Vag_R.003	Vagina Bones	BONE
3945	DEF-vagina.l	Vagina Bones	BONE
3946	DEF-vagina.r	Vagina Bones	BONE
3947	DEF-vagina.l.001	Vagina Bones	BONE
3948	DEF-vagina.l.002	Vagina Bones	BONE
3949	DEF-vagina.l.003	Vagina Bones	BONE
3950	DEF-vagina.r.001	Vagina Bones	BONE
3951	DEF-vagina.r.002	Vagina Bones	BONE
3952	DEF-vagina.r.003	Vagina Bones	BONE
3953	DEF-VagVulva	Vagina Bones	BONE
3954	DEF-VGLips_EX1.L	Vagina Bones	BONE
3955	DEF-VGLips_EX1.R	Vagina Bones	BONE
3956	DEF-VGLips_EX2.L	Vagina Bones	BONE
3957	DEF-VGLips_EX2.R	Vagina Bones	BONE
3958	DEF-VGLips_IN1.L	Vagina Bones	BONE
3959	DEF-VGLips_IN1.R	Vagina Bones	BONE
3960	DEF-VGLips_IN2.L	Vagina Bones	BONE
3961	DEF-VGLips_IN2.R	Vagina Bones	BONE
3962	DEF_breast.L	Breast Bones	BONE
3963	DEF_breast.R	Breast Bones	BONE
3964	DEF_breast.L.001	Breast Bones	BONE
3965	DEF_breast.R.001	Breast Bones	BONE
3966	DEF_BREAST_A.L	Breast Bones	BONE
3967	DEF_BREAST_A.R	Breast Bones	BONE
3968	DEF_BREAST_B.L	Breast Bones	BONE
3969	DEF_BREAST_B.R	Breast Bones	BONE
